user,token,symbol,tokenPrice,amount,usd
CNNCcftAbfLZ4v6yDfgqZGUc1ijMDkJmrPuwFoVE8hde,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,84.811518,84.77581235092201
CNNCcftAbfLZ4v6yDfgqZGUc1ijMDkJmrPuwFoVE8hde,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,5.1e-08,0.0
y6LMBJnFHM2XmP8s3qZGsNq1Dzviw2WZaPN5KrZsGkZ,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,4.3e-08,0.0
y6LMBJnFHM2XmP8s3qZGsNq1Dzviw2WZaPN5KrZsGkZ,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,179.035569,178.96019502545101
9r4u1oefKHAy5fMWDnD2WXKhhzGEb1qgBbsRRAfH8qEa,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,11.000000044,0.0
9r4u1oefKHAy5fMWDnD2WXKhhzGEb1qgBbsRRAfH8qEa,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,6.257301,6.254666676279
5oUg1icZeNQoxyqtCYCqrKBu6rtKSxTqqpkoSiBq1SEN,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,0.154175,0.154110092325
5oUg1icZeNQoxyqtCYCqrKBu6rtKSxTqqpkoSiBq1SEN,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,0.305954957,0.0
CgFs3HTspY5w9LSJLz1qovbn5Ko8mH4pbQ3mDiNV4GT7,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,0.968354,0.967946322966
CgFs3HTspY5w9LSJLz1qovbn5Ko8mH4pbQ3mDiNV4GT7,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,1.47e-07,0.0
5YurYTYswTqqpASAdgu5UHYTRnk2u8HNo1MrJ6QoV1cb,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,0.605596841,0.0
5YurYTYswTqqpASAdgu5UHYTRnk2u8HNo1MrJ6QoV1cb,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,GMT,0.0,0.214526637,0.0
5YurYTYswTqqpASAdgu5UHYTRnk2u8HNo1MrJ6QoV1cb,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,1.80439,1.8036303518099999
EMG7ijo2XV6XE9XKDcK1vmSziWC8EfqSMGapvMutXbyw,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,1.04e-07,0.0
EMG7ijo2XV6XE9XKDcK1vmSziWC8EfqSMGapvMutXbyw,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,2553.19912,2552.12422317048
4xmZHhXRknzgEegqioiGohW3xS2XLtKo8CJo3NukfdcF,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,0.008905503,0.0
4xmZHhXRknzgEegqioiGohW3xS2XLtKo8CJo3NukfdcF,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,3.885733,3.8840971064070002
7L2NikNiXR2gChiTcZFU4tywYnpzTupZ5bAxzFeheawp,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,0.422078,0.421900305162
7L2NikNiXR2gChiTcZFU4tywYnpzTupZ5bAxzFeheawp,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,7.00000011,0.0
9NyUEFdjqGTCAP29dpHcsCFFjFVUuZAaGvBaeeX9xsyU,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,5.3e-08,0.0
7tuU2pz7rDA1SsUG48bjGZfRbKgon3E2GymRsYR2t1y,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,1.812697,1.811933854563
EymDDyvGoeZA7qLkrb7Ht45MkiEuvGhyduyeM6DxpCB6,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,3406.392248,3404.958156863592
C86QG5BX8ssj3bKW7ifUwMZzHDmJ8cnQyEJvXivjkZ3z,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,0.11639,0.11634099981
C86QG5BX8ssj3bKW7ifUwMZzHDmJ8cnQyEJvXivjkZ3z,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,0.1,0.0
C86QG5BX8ssj3bKW7ifUwMZzHDmJ8cnQyEJvXivjkZ3z,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,GMT,0.0,0.00020571,0.0
2HE6V4QVGEGNYWuzFuzjFm23h3METaMB1udoXXxVufbm,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,0.184377,0.184299377283
2HE6V4QVGEGNYWuzFuzjFm23h3METaMB1udoXXxVufbm,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,2e-09,0.0
2HE6V4QVGEGNYWuzFuzjFm23h3METaMB1udoXXxVufbm,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,GMT,0.0,49.69,0.0
5HSLzby8gsgRdyAimuhwMnZ5S2GKptBxDpUJSAniyAWH,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,1871.716728,1870.928735257512
5HSLzby8gsgRdyAimuhwMnZ5S2GKptBxDpUJSAniyAWH,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,1.57e-07,0.0
97PKVqtJzNowMFn4qCdhNWZvsGojYCiSonB2znLNAqsL,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,GMT,0.0,0.028232563,0.0
97PKVqtJzNowMFn4qCdhNWZvsGojYCiSonB2znLNAqsL,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,0.068710564,0.0
97PKVqtJzNowMFn4qCdhNWZvsGojYCiSonB2znLNAqsL,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,0.280452,0.280333929708
4RWhkCrYhWSLUMG15MBikWjkfMyYXeycJcif6HmuvfrD,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,82.168405,82.13381210149501
4RWhkCrYhWSLUMG15MBikWjkfMyYXeycJcif6HmuvfrD,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,GMT,0.0,20.250044851,0.0
4RWhkCrYhWSLUMG15MBikWjkfMyYXeycJcif6HmuvfrD,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,5.16e-07,0.0
4Wc4e4Z9SQAYarVaT2us3mrzDGMjRVo1DT6CQRyCPNXW,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,1.9e-07,0.0
4Wc4e4Z9SQAYarVaT2us3mrzDGMjRVo1DT6CQRyCPNXW,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,GMT,0.0,677.26429042,0.0
4Wc4e4Z9SQAYarVaT2us3mrzDGMjRVo1DT6CQRyCPNXW,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,3.719678,3.718112015562
31JsD7c7A6TEAw4AXN1KFqSc71DkkxZekmpqJ8Hn3y4y,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,0.100380586,0.0
31JsD7c7A6TEAw4AXN1KFqSc71DkkxZekmpqJ8Hn3y4y,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,0.212308,0.212218618332
2N1uKvJwzeUqPo5uN8Y38vdwwyiW9ENekqrdyarzxeaj,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,0.027296,0.027284508384
4X8GrtRGSeX3KvP1HktHBCBi69graJ2fDikVyeqvGGde,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,4.6e-08,0.0
4X8GrtRGSeX3KvP1HktHBCBi69graJ2fDikVyeqvGGde,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,1830.903488,1830.1326776315518
Bt5aYQt2eLo1pHusrQMBAWgfsare37kRQnPBbaHDe4G9,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,GMT,0.0,19.985715401,0.0
Bt5aYQt2eLo1pHusrQMBAWgfsare37kRQnPBbaHDe4G9,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,24.615116,24.604753036164
Daqa2JSWezvk4GXtTsDWvXn4tZ19HkZLebWGpuzBfM5P,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,GMT,0.0,2.42e-07,0.0
Daqa2JSWezvk4GXtTsDWvXn4tZ19HkZLebWGpuzBfM5P,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,8e-08,0.0
Daqa2JSWezvk4GXtTsDWvXn4tZ19HkZLebWGpuzBfM5P,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,99.078758,99.037045842882
5ZYAggNGpPMLCxpoj7zd65mqWyiqBttN7gAQfR9y1ubd,CQyosTu6pHVFLSJ4fxttN3qxyyE2C7qkP7jTA3bQCd49,unknown,0.0,3.0,0.0
5ZYAggNGpPMLCxpoj7zd65mqWyiqBttN7gAQfR9y1ubd,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,453.586934,453.395973900786
5ZYAggNGpPMLCxpoj7zd65mqWyiqBttN7gAQfR9y1ubd,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,1.760000171,0.0
H3Gb4PdaeFEWNKRm4M1x27q5sHRbeSMrsQGKYzW8RkNT,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,2.07e-07,0.0
H3Gb4PdaeFEWNKRm4M1x27q5sHRbeSMrsQGKYzW8RkNT,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,0.155578,0.15551250166199998
DCzXDSw7EPDToBwEwinretdoyHWeRTvor6hZWT2wh3eu,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,0.90526,0.90487888554
DCzXDSw7EPDToBwEwinretdoyHWeRTvor6hZWT2wh3eu,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,1.01e-07,0.0
BBrnFvcNcUYXsrwP9hPsg1fwHfMqoeMgdoou73bunUw2,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,1.24e-07,0.0
BBrnFvcNcUYXsrwP9hPsg1fwHfMqoeMgdoou73bunUw2,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,104.715777,104.671691657883
ZVFVJbnLyLoWh4bGAuAgYR1VbCWJ3mxepncWX6TEnsr,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,1.28e-07,0.0
ZVFVJbnLyLoWh4bGAuAgYR1VbCWJ3mxepncWX6TEnsr,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,0.161335,0.161267077965
4w1EhnhSzEdp1NLD5BgA5gnnfkocDtrjReb1zePq9tEP,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,GMT,0.0,0.170781476,0.0
4w1EhnhSzEdp1NLD5BgA5gnnfkocDtrjReb1zePq9tEP,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,5.117894,5.115739366625999
4w1EhnhSzEdp1NLD5BgA5gnnfkocDtrjReb1zePq9tEP,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,0.570598299,0.0
7uJVQHLzjFTdGPFsY5EGxX9kjQGy3JNhAq7sTL257WiH,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,3.305683,3.304291307457
7uJVQHLzjFTdGPFsY5EGxX9kjQGy3JNhAq7sTL257WiH,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,1.65e-07,0.0
2KMXMjNuRXMGxW9juvUcNgcZmuPsSmXX2ctbz2Tnu6wT,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,1.28e-07,0.0
2KMXMjNuRXMGxW9juvUcNgcZmuPsSmXX2ctbz2Tnu6wT,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,358.657617,358.506622143243
Cq3K4XNCBwnKNZiWmXjn4ibrZVsBAvJs1K259WPVrGaS,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,1.5e-07,0.0
Cq3K4XNCBwnKNZiWmXjn4ibrZVsBAvJs1K259WPVrGaS,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,358.951515,358.80039641218497
9hxyt4iiJA3DT27M68ZgR66kzhnWoUVhHKCZniXrJ5wZ,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,0.867273,0.866907878067
9hxyt4iiJA3DT27M68ZgR66kzhnWoUVhHKCZniXrJ5wZ,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,GMT,0.0,9.8e-08,0.0
9hxyt4iiJA3DT27M68ZgR66kzhnWoUVhHKCZniXrJ5wZ,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,2.09e-07,0.0
H3CGA6JpvTBp3uvDS2jLcQ9h9mubNwm3BSVbSDvXqQuJ,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,2.83e-07,0.0
H3CGA6JpvTBp3uvDS2jLcQ9h9mubNwm3BSVbSDvXqQuJ,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,5.01882,5.0167070767799995
H3CGA6JpvTBp3uvDS2jLcQ9h9mubNwm3BSVbSDvXqQuJ,CQyosTu6pHVFLSJ4fxttN3qxyyE2C7qkP7jTA3bQCd49,unknown,0.0,3.0,0.0
HsVAj2GfnErthJjRBjEKPSBBtZPyEA9Dtum5MU61hMnd,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,499.172517,498.96236537034304
HsVAj2GfnErthJjRBjEKPSBBtZPyEA9Dtum5MU61hMnd,RLBxxFkseAZ4RgJH3Sqn8jXxhmGoz9jWxDNJMh8pL7a,unknown,0.0,77.7,0.0
HsVAj2GfnErthJjRBjEKPSBBtZPyEA9Dtum5MU61hMnd,orcaEKTdK7LKz57vaAYr9QeNsVEPfiu6QeMU1kektZE,ORCA,1.93,1.824336,3.5209684799999996
HsVAj2GfnErthJjRBjEKPSBBtZPyEA9Dtum5MU61hMnd,5oVNBeEEQvYi1cX3ir8Dx5n1P7pdxydbGF2X4TxVusJm,scnSOL,105.51,1e-09,1.0551000000000001e-07
HsVAj2GfnErthJjRBjEKPSBBtZPyEA9Dtum5MU61hMnd,SHDWyBxihqiCj6YekG2GUr7wqKLeLAMK1gHZck9pL6y,SHDW,1.66,6.96e-07,1.15536e-06
H1zqJGEt1Gu4LmcSfB4HjQf6EmUznXJXVFzwBNzBzPrK,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,2.12431,2.12341566549
H1zqJGEt1Gu4LmcSfB4HjQf6EmUznXJXVFzwBNzBzPrK,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,GMT,0.0,60.736700867,0.0
H1zqJGEt1Gu4LmcSfB4HjQf6EmUznXJXVFzwBNzBzPrK,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,0.100000152,0.0
H9qEZwtbXpx2tft8Sz9DsQYKSUknmcYvqkksJiWJLRZP,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,0.943594914,0.0
3FknNad68wRejcXsXJNEMnP4GxSCdM41gzXHW3ZsdpQV,CQyosTu6pHVFLSJ4fxttN3qxyyE2C7qkP7jTA3bQCd49,unknown,0.0,3.0,0.0
3FknNad68wRejcXsXJNEMnP4GxSCdM41gzXHW3ZsdpQV,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,14.230999,14.225007749421001
3FknNad68wRejcXsXJNEMnP4GxSCdM41gzXHW3ZsdpQV,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,0.19182874,0.0
3FknNad68wRejcXsXJNEMnP4GxSCdM41gzXHW3ZsdpQV,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,GMT,0.0,0.077722544,0.0
9poocJHVCMfLQq3KWU1YXVMZHGaByLZATnrXvQHLzfRi,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,0.09645,0.09640939455
9poocJHVCMfLQq3KWU1YXVMZHGaByLZATnrXvQHLzfRi,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,1.87e-07,0.0
HxtrmYU7H3MpV2AVWkzUmJaUP6VRhgJkH2SGzJ6roKXh,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,10.000000018,0.0
FwmnPmToLd5i1No2JtP3a9JNBPRJUCjQa6vyjMX9a4Zq,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,0.290939,0.290816514681
FwmnPmToLd5i1No2JtP3a9JNBPRJUCjQa6vyjMX9a4Zq,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,GMT,0.0,30.874072645,0.0
FwmnPmToLd5i1No2JtP3a9JNBPRJUCjQa6vyjMX9a4Zq,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,24.240000341,0.0
Eoqi6j6EnrYp8wdNYReUqA2C1x77tnbArSJwZVAYSD5z,HHjoYwUp5aU6pnrvN4s2pwEErwXNZKhxKGYjRJMoBjLw,unknown,0.0,25.0,0.0
Eoqi6j6EnrYp8wdNYReUqA2C1x77tnbArSJwZVAYSD5z,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,USDT,0.999985,0.893113,0.893099603305
Eoqi6j6EnrYp8wdNYReUqA2C1x77tnbArSJwZVAYSD5z,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,0.115371,0.115322428809
Eoqi6j6EnrYp8wdNYReUqA2C1x77tnbArSJwZVAYSD5z,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,2.2e-08,0.0
AFk5vyG9tnre3zzxxiiEZzj1xxarv1sfeFJ2PmkiFLPb,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,745.155983,744.842272331157
AFk5vyG9tnre3zzxxiiEZzj1xxarv1sfeFJ2PmkiFLPb,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,24.462251192,0.0
AFk5vyG9tnre3zzxxiiEZzj1xxarv1sfeFJ2PmkiFLPb,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,GMT,0.0,0.561902242,0.0
2QLtAMuTwCifQzwMdTUDoQHmkunyAfmeFLVBNbueHdJi,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,1.39e-07,0.0
2QLtAMuTwCifQzwMdTUDoQHmkunyAfmeFLVBNbueHdJi,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,1.395087,1.394499668373
2QLtAMuTwCifQzwMdTUDoQHmkunyAfmeFLVBNbueHdJi,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,GMT,0.0,2.781556649,0.0
26iLkbLzC9ZYTJFa1V982wrVUQgEQfFpGaBD37ogFtjf,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,3972.283761,3970.611429536619
26iLkbLzC9ZYTJFa1V982wrVUQgEQfFpGaBD37ogFtjf,CQyosTu6pHVFLSJ4fxttN3qxyyE2C7qkP7jTA3bQCd49,unknown,0.0,3.0,0.0
26iLkbLzC9ZYTJFa1V982wrVUQgEQfFpGaBD37ogFtjf,XzR7CUMqhDBzbAm4aUNvwhVCxjWGn1KEvqTp3Y8fFCD,unknown,0.0,2.0,0.0
26iLkbLzC9ZYTJFa1V982wrVUQgEQfFpGaBD37ogFtjf,MERt85fc5boKw3BW1eYdxonEuJNvXbiMbs6hvheau5K,MER,0.113472,2621.569356,297.474717964032
26iLkbLzC9ZYTJFa1V982wrVUQgEQfFpGaBD37ogFtjf,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,GMT,0.0,1.74e-07,0.0
AB8G8omTvdWv9bAFBLwA5p1KKsf4SGAbtW9dxLuAPpzv,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.999579,1110.093394,1109.626044681126
AB8G8omTvdWv9bAFBLwA5p1KKsf4SGAbtW9dxLuAPpzv,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,GST,0.0,7e-09,0.0
